sehir,isim,ilce,adres
İstanbul Otelleri,"
Serenity Hotel Istanbul
",> Sultanahmet,Kucukayasofya mahallesi Kasaposman sokak no 27
İstanbul Otelleri,"
Istanbul Suite Home Istiklal
",> Beyoglu,Istiklal Street. No:45
İstanbul Otelleri,"
Ast Hotel
",> Sultanahmet,Kadirga Liman Cad. No 137/A
İstanbul Otelleri,"
Abella Hotel
",> Sultanahmet,Küçük Ayasofya Cad. No:35
İstanbul Otelleri,"
Arya Otel
",> Beyoglu,"İstiklal Cad. Balyoz Sok. No:5 Tünel, Beyoğlu"
İstanbul Otelleri,"
Inter Royal Hotel
",> Beyoglu,"İstiklal Cad. Nevizade Sok. No:19 Taksim, Beyoğlu"
İstanbul Otelleri,"
Grace Hotel
",> Beyoglu,Mesrutiyet Cd. No:38
İstanbul Otelleri,"
The Istanbul Suite
",> Beyoglu,Başkurt Sokak No 12
İstanbul Otelleri,"
Big Box Hotel
",> Sisli,Halide Edip Advar mah.Akar cd.No: 28
İstanbul Otelleri,"
Bomonti Aparts Istanbul
",> Sisli,Cumhuriyet Mah. Incirli Dede Cad. Anthill Residence B Kule Kat:27 Bomonti - Sisli
İstanbul Otelleri,"
Milion Hotel
",> Sultanahmet,Akbiyik cad. No. 15
İstanbul Otelleri,"
Galata Residence Apart Hotel
",> Beyoglu,"Bankalar Cad. Felek Sok. No:2 Galata, Beyoğlu"
İstanbul Otelleri,"
Southern Cross Hostel
",> Sultanahmet,Akbiyik Cad. No 24
İstanbul Otelleri,"
Allegro Tour Club Hotel Spa
",> Besiktas,Nispetiye Cad Meydan Sok
İstanbul Otelleri,"
Istanbul Savoy Hotel
",> Beyoglu,Siraselviler Caddesi No 11
İstanbul Otelleri,"
Istanbul Conti
",> Sisli,Ortaklar Caddesi 30
İstanbul Otelleri,"
Grand Medya Hotel
",> Grand Bazaar,"Fethi Bey Cad. No:40 Laleli, Fatih"
İstanbul Otelleri,"
Ali Baba Hotel
",> Sultanahmet,Tevkifhane Sokno 12
İstanbul Oda ve Kahvaltı / Pansiyon,"
Arach Hotels Harbiye
",> Sisli,Cumhuriyet Mah. Prof. Celal Oker Sok. 5
İstanbul Otelleri,"
Otel Erciyes
",> Fener & Balat,"Kirmasti Mah. Aslanhane Sok. No:12 Fatih Merkez, Fatih"
İstanbul Otelleri,"
Elma Ottoman Palace
",> Sisli,Cumhuriyet Cad Uftade Sokak no:34
İstanbul Otelleri,"
Grand Star Hotel
",> Beyoglu,"Sıraselviler Cad. No:45 D:1 Taksim, Beyoğlu"
İstanbul Otelleri,"
City Center Hotel
",> Beyoglu,"Katip Mustafa Çelebi Mah. Billurcu Sok. No:1 Cihangir, Beyoğlu"
İstanbul Otelleri,"
İstanbul Assos Otel
",> Beyazıt,Mithatpasa Caddesi No 48 & Sarac Ishak Mh. Uysal Sokak No 6
İstanbul Otelleri,"
Sunflower Hotel
",> Beyoglu,Kordonboyu Cad Ayazma Mevkii No:7
İstanbul Otelleri,"
Grand Milano Hotel
",> Sultanahmet,"Demirci Resit Sokak 28, 34400 Kucukayasofya Caddesi"
İstanbul Otelleri,"
Tamara Residence
",> Beyoglu,"Sehit Muhtar Dist. Feridiye Ave. Firin St. No.4 , Beyoglu"
İstanbul Otelleri,"
Vizon Hotel
",> Sisli,Mesrutiyet Mh.Sutlu Sk 6
İstanbul Otelleri,"
Hotel Villa Suite
",> Beyoglu,Siraselviler Caddesi 49
İstanbul Otelleri,"
Elite Hotel Kucukyali
",> Golden Horn,Cumhuriyet Caddesi Tan Sokak No 4
İstanbul Oda ve Kahvaltı / Pansiyon,"
Hotel Balo
",> Beyoglu,Huseyinaga mah. Topcekenler Mah. No:22
İstanbul Otelleri,"
Bristol Hotel
",> Beyoglu,"Meşrutiyet Cad. No:101 Tepebaşı, Beyoğlu"
İstanbul Özel Konaklamalar,"
Noah's Hostel
",> Beyoglu,Mueyyetzade Mah. Ali Hoca Araligi Sokak. No:9 Galata
İstanbul Otelleri,"
Cumbalı Otel
",> Sisli,"Cumhuriyet Mah. Tavukçu Fethi Sok. No:31 Osmanbey, Şişli"
İstanbul Otelleri,"
Taxim Express Hotel
",> Sisli,"Inonu Mah. Cumhuriyet Cad., No:135"
İstanbul Otelleri,"
Yakut
",> Beyoglu,Siraselviler Cad. No: 75
İstanbul Otelleri,"
Aşkın Hotel
",> Sultanahmet,"Cankurtaran Mah. Dalbastı Sok. No:16 Sultanahmet, Fatih"
İstanbul Otelleri,"
Airport Best Hotel
",> Ataturk Airport,Zafer Mah. Cam Sok. No: 13 Yenibosna
İstanbul Otelleri,"
Platan Residence
",> New City / Taksim,"Tercuman Sitesi, Cevizlibag Topkapi"
İstanbul Otelleri,"
Hotel Eterno
",> Beyoglu,Topçu Cad. No:19
İstanbul Otelleri,"
The Elysium Istanbul Mgallery
",> Sisli,Taksim Inonu Mah Yedikuyular Caddesi Harbiye Cayiri Sokak No 4
İstanbul Otelleri,"
Park Dedeman Levent
",> Sisli,Buyukdere Cad. No: 187 Sisli Istanbul
İstanbul Otelleri,"
Golden Park Hotel
",> Beyoglu,Lamartin Cad. No 22-24
İstanbul Oda ve Kahvaltı / Pansiyon,"
Kral Mert Hotel
",> Grand Bazaar,Merkez Hoca Giyasettin Saatci Yokusu. Nr 3B Kucukpazar Cad Fatih
İstanbul Oda ve Kahvaltı / Pansiyon,"
Best Town Hotel
",> Sultanahmet,Nöbethane Cad. No 34
İstanbul Otelleri,"
Aspalace Otel
",> Grand Bazaar,"Gümrük Emini Sok. No:8 Laleli, Fatih"
İstanbul Otelleri,"
Hotel Tilia
",> Grand Bazaar,Kemalpasa Mah. Mahmudiye Cesmesi Cad. No: 3
İstanbul Otelleri,"
Fatih Otel
",> Sisli,"Matbaacı Osmanbey Sok. No: 13-15 Osmanbey, Şişli"
İstanbul Otelleri,"
Albion Hotel
",> Sultanahmet,"Alayköşkü Cad. No:15 Tahtakale, Fatih"
İstanbul Otelleri,"
Marble Otel
",> Beyoglu,"Sıraselviler Cad. No:41 Taksim, Beyoğlu"
İstanbul Otelleri,"
Hotel Yonca
",> Beyoglu,Tarlabaşı Bulv. Toprak Lüle Sok. No:5
İstanbul Otelleri,"
Kempinski Residences Astoria
",> Sisli,"Büyükdere Cad. No:127 Esentepe, Şişli"
İstanbul Otelleri,"
Helios Hotel Istanbul
",> Sultanahmet,K. Ayasofya Mah. Aksakal Caddesi No:24
İstanbul Otelleri,"
Hotel Şişli
",> Sisli,Merkez Mah. Prof. Mazhar Nurettin Öktem Sok. No:13 Şişli Merkez
İstanbul Özel Konaklamalar,"
Nish Suites
",> Besiktas,Pinartepe Mah. Turgut Ozel Caddesi Ucurtma Sok. Lavinya Garden Sitesi B Blok No: 1
İstanbul Oda ve Kahvaltı / Pansiyon,"
million old city
",> Sultanahmet,divanyolu caddesi alemdar mahallesi
İstanbul Oda ve Kahvaltı / Pansiyon,"
Suleymaniye Hotel
",> Grand Bazaar,Demirtas Mah. Odunkapisi Sk No: 5
İstanbul Otelleri,"
Airport Inn Otel
",> Ataturk Airport,"Rıhtım Cad. No:21 Yeşilköy, Bakırköy"
İstanbul Otelleri,"
Five Boutique Hotel
",> Sisli,"Taksim, Cumhuriyet Caddesi, Prof. Celal Oker Sok. No 5"
İstanbul Otelleri,"
The Green Park Taksim
",> Beyoglu,Abdulhak Hamit Cad. No:50
İstanbul Otelleri,"
Economic Star Hotel
",> Beyoglu,Siraselviler Cd. 45
İstanbul Otelleri,"
Florya Konagi Hotel
",> Ataturk Airport,Harman sok. 7/9
İstanbul Otelleri,"
Taksim Plaza Hotel Istanbul
",> Beyoglu,Topcu Cad N 8 Taksim
İstanbul Otelleri,"
Mirilayon Hotel
",> Grand Bazaar,"Kemal Paşa Mah. Yeşil Tulumba Sok. No:36 Laleli, Fatih"
İstanbul Otelleri,"
Hotel Sultan
",> Sultanahmet,Hocapasa Mahallesi Orhaniye Caddesi 28
İstanbul Otelleri,"
Sunrise Hotel Taxim
",> Beyoglu,Lamartin Cd. No:42 Talimhane
İstanbul Otelleri,"
Fatih Reşadiye Hotel
",> Fener & Balat,"Büyük Karaman Cad. No:6 Fatih Merkez, Fatih"
İstanbul Otelleri,"
Silver Palace & Spa Hotel
",> Grand Bazaar,966.sk. gumusyaka
İstanbul Otelleri,"
Carlton Hotel
",> Grand Bazaar,Fevziye Caddesi No 22
İstanbul Oda ve Kahvaltı / Pansiyon,"
Hotel Broken Column
",> Sultanahmet,"Cankurtaran Mah. Akbıyık Cad. No:45 Sultanahmet, Fatih"
İstanbul Otelleri,"
Hotel Taksim Star
",> Beyoglu,Siraselviler Caddesi No 37
İstanbul Otelleri,"
Santa Pera Hotel
",> Beyoglu,Refik Saydam Cad. No 312
İstanbul Otelleri,"
Hotel Sogut
",> Grand Bazaar,Bukalidede Sokak. No 11-13
İstanbul Otelleri,"
Trio Suites
",> Beyoglu,"Bogazkesen Cad, No: 27, Tophane - Taksim"
İstanbul Otelleri,"
Sozbir Royal Residence Hotel
",> Uskudar,PasalimanI Caddesi No 4
İstanbul Otelleri,"
TOP Hotel Aygun Sisli
",> Sisli,Operatoer Raifbey Sokak No. 40
İstanbul Otelleri,"
East Suite Hotel
",> Sisli,Halaskargazi Caddesi No: 176
İstanbul Otelleri,"
İda Otel
",> Sultanahmet,"Cankurtaran Mah. Akbıyık Cad. No:31 Sultanahmet, Fatih"
İstanbul Otelleri,"
Nayla Otel
",> Sultanahmet,"Kutlugün Sok. No:22/A Sultanahmet, Fatih"
İstanbul Otelleri,"
Express Star Hotel
",> Beyoglu,Dünya Sağlık Sokak No 11
İstanbul Otelleri,"
Erbil Hotel
",> Sultanahmet,Hoca Paşa Mh. Ibni Kemal Cd. No:18 Sirkeci
İstanbul Otelleri,"
The Madison Hotel
",> Beyoglu,"Recep Paşa Cad. No:15 Taksim, Beyoğlu"
İstanbul Otelleri,"
Grand Hotel Halic
",> Beyoglu,Refik Saydam Caddesi TepebasI BulvarI 37
İstanbul Oda ve Kahvaltı / Pansiyon,"
Hotel Antea
",> Sultanahmet,Piyerloti Cd. No:11
İstanbul Otelleri,"
Metropol Hotel
",> Sultanahmet,"Ibni Kemal Caddesi, 38"
İstanbul Otelleri,"
Best Town Palace
",> Sultanahmet,Hoca Paşa Mah. İstasyon Arkası Sok. No 9
İstanbul Otelleri,"
White Monarch Otel
",> Sisli,"Mecidiyekoy Mah. Selahattin Pinar Araligi, Naci Kasim Sok. No:6 34200"
İstanbul Otelleri,"
Nil Hotel
",> Sisli,"Tavukçu Fethi Sok. No:25 Osmanbey, Şişli"
İstanbul Otelleri,"
The Marmara Esma Sultan
",> Besiktas,Muallim Naci Cad. YalIcIkmazI Sok No:20
İstanbul Otelleri,"
Oran Hotel
",> Grand Bazaar,Harikzadeler Sok. No 32 Laleli
İstanbul Otelleri,"
Hotel Daphnis
",> Fener & Balat,"Abdi Subaşı Mah. Dr. Sadık Ahmet Cad. No:12 Fener, Fatih"
İstanbul Otelleri,"
Feronya Hotel
",> Beyoglu,Abdulhakhamit Cad. No:58 34437 Taksim/Istanbul/Turkey
İstanbul Otelleri,"
Grand Cevahir Hotel
",> Sisli,"Halide Edip Adıvar Mah. Darülaceze Cad. No:9 Okmeydanı, Şişli"
İstanbul Özel Konaklamalar,"
MySuite Istanbul
",> Beyoglu,Firuzaga Mah. Turkgucu Caddesi No:74 / A
İstanbul Otelleri,"
Crowne Plaza
",> Grand Bazaar,Fethi Bey Cad.
İstanbul Otelleri,"
Seminal Hotel
",> Beyoglu,Sehit Muhtar Cad. 23 - 25
İstanbul Otelleri,"
Legacy Ottoman Hotel
",> Grand Bazaar,Hobyar Mahallesi Hamidiye Caddesi No 16
İstanbul Otelleri,"
Klas Hotel
",> Grand Bazaar,Harikzadeler Sok. No 48
İstanbul Otelleri,"
Cosmopolitan Park Hotel
",> Sultanahmet,Kutlugün Sok. No:16
İstanbul Oda ve Kahvaltı / Pansiyon,"
Mataraci Konak
",> Sultanahmet,Kucukayasofya Mah. Cami Sok. No:10 Sultanahmet Fatih
İstanbul Oda ve Kahvaltı / Pansiyon,"
Letter Hotel
",> Beyoglu,Imam Adnan Sokak Istiklal Cd. Sehit Muhtar Mah No. 20/A
İstanbul Özel Konaklamalar,"
Istanbul Sultan Apartments
",> Sultanahmet,Cankurtaran Mey No:3
İstanbul Otelleri,"
Mega Residence Hotel
",> Sisli,"Eytam Cad. No:33 Maçka, Beşiktaş"
İstanbul Otelleri,"
Park Otel
",> Sultanahmet,"Utangaç Sok. No:26 Sultanahmet, Fatih"
İstanbul Otelleri,"
Ottoman Palace Taksim Square Hotel
",> Beyoglu,Siraselviler Cad. No: 7 Taksim
İstanbul Otelleri,"
Cem Sultan Hotel
",> Sultanahmet,Kutlugun Sokak No : 18
İstanbul Otelleri,"
Bebek Hotel
",> Besiktas,Bebek Mah. Cevdet Paşa Cad. No 34
İstanbul Otelleri,"
Vezir Hotel
",> Sultanahmet,Akbiyik Cad.Bayram Firini Sok. No.13
İstanbul Otelleri,"
Golden Horn İstanbul
",> Sultanahmet,Hocapasa Mah. Istasyon Arkasi Sk. No: 9 Sirkeci
İstanbul Otelleri,"
Hotel Poem
",> Sultanahmet,"Akbıyık Cad. Terbıyık Sok. No:12 Sultanahmet, Fatih"
İstanbul Otelleri,"
Sehir Hotel Oldcity
",> Sultanahmet,"Orhaniye Cad. No:6 Sirkeci, Fatih"
İstanbul Otelleri,"
Hotel Boursier
",> Sisli,Gulbahar Mahallesi.Oya Sokak.No :21
İstanbul Otelleri,"
Side Hotel and Pension
",> Sultanahmet,Utangac Sok. No 20
İstanbul Otelleri,"
The Print House Hotel
",> Sultanahmet,"Alemdar Caddesi Güzel Sanatlar Sokak no:5, Sultanahmet"
İstanbul Otelleri,"
Galateia Residence
",> Beyoglu,Şahkulu Bostan Sok. No: 9-11
İstanbul Oda ve Kahvaltı / Pansiyon,"
Hotel Pamphylia
",> Sultanahmet,Ebu Suud Cad. No 8
İstanbul Özel Konaklamalar,"
Downtown Istanbul
",> Beyoglu,Tatar Beyi Sokak No:17
İstanbul Oda ve Kahvaltı / Pansiyon,"
Q Hotel Istanbul
",> Sultanahmet,Küçük Ayasofya Cad. No:31
İstanbul Otelleri,"
Venera Hotel
",> Fener & Balat,"Mesihi Paşa Cad. No:72 Laleli, Fatih"
İstanbul Otelleri,"
Baron Otel
",> Beyazıt,Büyük Tulumba Çıkmazı Sok. No:12
İstanbul Otelleri,"
Kervan Otel
",> Sultanahmet,Şeftali Sok. No:10
İstanbul Otelleri,"
Devman Hotel
",> Beyoglu,"Asmalı Mescit Mah. Asmalı Mescit Sok. No:22 İstiklal, Beyoğlu"
İstanbul Otelleri,"
Gümüşyan Otel
",> Beyoglu,Asmali Mescit Cad. No.9
İstanbul Otelleri,"
Hotel İshakpaşa Konağı
",> Sultanahmet,"İshak Paşa Cad. No:15 Sultanahmet, Fatih"
İstanbul Otelleri,"
Azade Suites
",> Sultanahmet,Mimar Mehmet Aga Cad. No:31
İstanbul Otelleri,"
Belle Maison Residence
",> Sisli,Prof. Nurettin Mazhar Okten Sk. No. 4
İstanbul Otelleri,"
Mini Harem Hotel
",> Uskudar,Selimiye iskele caddesi. No:6
İstanbul Otelleri,"
Otel California
",> Sultanahmet,"Eminsinan Mah. Camii Sok. No:55 Beyazıt, Fatih"
İstanbul Otelleri,"
Erguvan Hotel
",> Sultanahmet,"Küçük Ayasofya Mah. Aksakal Cad. No:3 Sultanahmet, Fatih"
İstanbul Otelleri,"
Yunus Emre Otel
",> Sultanahmet,"Sultanahmet Mah. Şifa Hamam Sok. No:14 Sultanahmet, Fatih"
İstanbul Oda ve Kahvaltı / Pansiyon,"
Hotel El Blanco
",> Sultanahmet,Mimar Mehmet Aga Cad. No:35
İstanbul Otelleri,"
Seven Dreams Hotel
",> Sultanahmet,Seyit Hasan Sok No.14
İstanbul Otelleri,"
Hotel Yesil Ev
",> Sultanahmet,Kabasakal Cad. No.5
İstanbul Otelleri,"
Marbien Hotel Bosphorus
",> Beyoglu,Findikli Meclisi Mebusan Cd. No: 61 Beyoglu
İstanbul Otelleri,"
Emre Otel
",> Sultanahmet,"Akbıyık Cad. Adliye Sok. No:2 Sultanahmet, Fatih"
İstanbul Otelleri,"
Ersari Hotel
",> Sultanahmet,"Binbirdirek mah., Dizdariye Yokusu no 5, Sultanahmet"
İstanbul Otelleri,"
History Hotel
",> Grand Bazaar,"Gençtürk Cad. Şirvanizade Sok. No:14 Vefa, Fatih"
İstanbul Otelleri,"
Hotel Fehmi Bey
",> Sultanahmet,Binbirdirek Mah. Ucler Sokak No 15
İstanbul Otelleri,"
City Apart Istanbul
",> Beyoglu,Firuzaga Mah Faik Pasa Cad No 39
İstanbul Otelleri,"
Hotel Emir
",> Sultanahmet,Küçükayasofya Mahallesi Akburcak Sokak No:8
İstanbul Otelleri,"
Aristocrat Hotel
",> Sultanahmet,Cankurtaran Mah. DalbastI Sok. No:11
İstanbul Otelleri,"
Hotel Samil
",> Beyoglu,Hudavendigar Cad. Serdar Sk. No 3
İstanbul Otelleri,"
Titanic Comfort Sisli
",> Sisli,Operatör Raifbey Sk. No. 40
İstanbul Otelleri,"
Hotel Efes
",> Beyoglu,"İstiklal Cad. Mis Sok. No: 9 Taksim, Beyoğlu"
İstanbul Otelleri,"
Q Inn Hotel Old City
",> Sultanahmet,Hoca Paşa Mah. Dervişler Sok. No:9
